BA Code,Timestamp (Hour Ending),Demand (MWh),Demand Forecast (MWh),Net Generation (MWh),Total Interchange (MWh),,time (hour),day,Demand (MWh)
SCL,11/21/2021 3 a.m. PST,977,938,957,-20,,3:00:00 AM,,977
SCL,11/21/2021 4 a.m. PST,984,935,977,-7,,4:00:00 AM,,984
SCL,11/21/2021 5 a.m. PST,1005,945,974,-31,,5:00:00 AM,,1005
SCL,11/21/2021 6 a.m. PST,1039,972,963,-76,,6:00:00 AM,,1039
SCL,11/21/2021 7 a.m. PST,1094,1008,923,-171,,7:00:00 AM,,1094
SCL,11/21/2021 8 a.m. PST,1153,1054,1020,-133,,8:00:00 AM,,1153
SCL,11/21/2021 9 a.m. PST,1216,1120,990,-226,,9:00:00 AM,,1216
SCL,11/21/2021 10 a.m. PST,1268,1159,1026,-242,,10:00:00 AM,,1268
SCL,11/21/2021 11 a.m. PST,1272,1166,1048,-224,,11:00:00 AM,,1272
SCL,11/21/2021 12 p.m. PST,1262,1161,990,-272,,12:00:00 PM,,1262
SCL,11/21/2021 1 p.m. PST,1250,1156,984,-266,,1:00:00 PM,,1250
SCL,11/21/2021 2 p.m. PST,1232,1135,818,-414,,2:00:00 PM,,1232
SCL,11/21/2021 3 p.m. PST,1220,1114,789,-431,,3:00:00 PM,,1220
SCL,11/21/2021 4 p.m. PST,1234,1136,940,-294,,4:00:00 PM,,1234
SCL,11/21/2021 5 p.m. PST,1301,1195,1025,-276,,5:00:00 PM,,1301
SCL,11/21/2021 6 p.m. PST,1375,1270,955,-420,,6:00:00 PM,,1375
SCL,11/21/2021 7 p.m. PST,1373,1270,1041,-332,,7:00:00 PM,,1373
SCL,11/21/2021 8 p.m. PST,1358,1247,1033,-325,,8:00:00 PM,,1358
SCL,11/21/2021 9 p.m. PST,1317,1199,1071,-246,,9:00:00 PM,,1317
SCL,11/21/2021 10 p.m. PST,1262,1141,980,-282,,10:00:00 PM,,1262
SCL,11/21/2021 11 p.m. PST,1189,1060,969,-220,,11:00:00 PM,,1189
SCL,11/22/2021 12 a.m. PST,1116,998,924,-192,,12:00:00 AM,,1116
SCL,11/22/2021 1 a.m. PST,1063,1009,797,-266,,1:00:00 AM,,1063
SCL,11/22/2021 2 a.m. PST,1032,984,815,-217,,2:00:00 AM,,1032
SCL,11/22/2021 3 a.m. PST,1034,984,821,-213,,3:00:00 AM,,1034
SCL,11/22/2021 4 a.m. PST,1046,1001,834,-212,,4:00:00 AM,,1046
SCL,11/22/2021 5 a.m. PST,1109,1057,769,-340,,5:00:00 AM,,1109
SCL,11/22/2021 6 a.m. PST,1204,1162,757,-447,,6:00:00 AM,,1204
SCL,11/22/2021 7 a.m. PST,1347,1298,914,-433,,7:00:00 AM,,1347
SCL,11/22/2021 8 a.m. PST,1450,1384,979,-471,,8:00:00 AM,,1450
SCL,11/22/2021 9 a.m. PST,1477,1398,1014,-463,,9:00:00 AM,,1477
SCL,11/22/2021 10 a.m. PST,1485,1384,1001,-484,,10:00:00 AM,,1485
SCL,11/22/2021 11 a.m. PST,1466,1353,1031,-435,,11:00:00 AM,,1466
SCL,11/22/2021 12 p.m. PST,1459,1327,923,-536,,12:00:00 PM,,1459
SCL,11/22/2021 1 p.m. PST,1450,1310,955,-495,,1:00:00 PM,,1450
SCL,11/22/2021 2 p.m. PST,1425,1274,945,-480,,2:00:00 PM,,1425
SCL,11/22/2021 3 p.m. PST,1433,1276,969,-464,,3:00:00 PM,,1433
SCL,11/22/2021 4 p.m. PST,1432,1288,1016,-416,,4:00:00 PM,,1432
SCL,11/22/2021 5 p.m. PST,1471,1346,1001,-470,,5:00:00 PM,,1471
SCL,11/22/2021 6 p.m. PST,1495,1403,969,-526,,6:00:00 PM,,1495
SCL,11/22/2021 7 p.m. PST,1434,1377,945,-489,,7:00:00 PM,,1434
SCL,11/22/2021 8 p.m. PST,1391,1325,921,-470,,8:00:00 PM,,1391
SCL,11/22/2021 9 p.m. PST,1337,1263,939,-398,,9:00:00 PM,,1337
SCL,11/22/2021 10 p.m. PST,1267,1194,896,-371,,10:00:00 PM,,1267
SCL,11/22/2021 11 p.m. PST,1175,1104,796,-379,,11:00:00 PM,,1175
SCL,11/23/2021 12 a.m. PST,1085,1014,818,-267,,12:00:00 AM,,1085
SCL,11/23/2021 1 a.m. PST,1031,976,713,-318,,1:00:00 AM,,1031
SCL,11/23/2021 2 a.m. PST,983,939,691,-292,,2:00:00 AM,,983
SCL,11/23/2021 3 a.m. PST,975,933,673,-302,,3:00:00 AM,,975
SCL,11/23/2021 4 a.m. PST,975,938,676,-299,,4:00:00 AM,,975
SCL,11/23/2021 5 a.m. PST,1029,977,696,-333,,5:00:00 AM,,1029
SCL,11/23/2021 6 a.m. PST,1128,1075,803,-325,,6:00:00 AM,,1128
SCL,11/23/2021 7 a.m. PST,1272,1214,817,-455,,7:00:00 AM,,1272
SCL,11/23/2021 8 a.m. PST,1319,1310,942,-377,,8:00:00 AM,,1319
SCL,11/23/2021 9 a.m. PST,1351,1328,926,-425,,9:00:00 AM,,1351
SCL,11/23/2021 10 a.m. PST,1399,1313,818,-581,,10:00:00 AM,,1399
SCL,11/23/2021 11 a.m. PST,1386,1297,805,-581,,11:00:00 AM,,1386
SCL,11/23/2021 12 p.m. PST,1355,1284,778,-577,,12:00:00 PM,,1355
SCL,11/23/2021 1 p.m. PST,1352,1281,744,-608,,1:00:00 PM,,1352
SCL,11/23/2021 2 p.m. PST,1339,1263,755,-584,,2:00:00 PM,,1339
SCL,11/23/2021 3 p.m. PST,1323,1251,899,-424,,3:00:00 PM,,1323
SCL,11/23/2021 4 p.m. PST,1318,1267,854,-464,,4:00:00 PM,,1318
SCL,11/23/2021 5 p.m. PST,1372,1315,992,-380,,5:00:00 PM,,1372
SCL,11/23/2021 6 p.m. PST,1427,1382,974,-453,,6:00:00 PM,,1427
SCL,11/23/2021 7 p.m. PST,1393,1366,984,-409,,7:00:00 PM,,1393
SCL,11/23/2021 8 p.m. PST,1370,1327,951,-419,,8:00:00 PM,,1370
SCL,11/23/2021 9 p.m. PST,1324,1269,787,-537,,9:00:00 PM,,1324
SCL,11/23/2021 10 p.m. PST,1270,1200,808,-462,,10:00:00 PM,,1270
SCL,11/23/2021 11 p.m. PST,1189,1105,791,-398,,11:00:00 PM,,1189
SCL,11/24/2021 12 a.m. PST,1120,1026,773,-347,,12:00:00 AM,,1120
SCL,11/24/2021 1 a.m. PST,1061,1002,736,-325,,1:00:00 AM,,1061
SCL,11/24/2021 2 a.m. PST,533,973,711,178,,2:00:00 AM,,533
SCL,11/24/2021 3 a.m. PST,1002,968,695,-307,,3:00:00 AM,,1002
SCL,11/24/2021 4 a.m. PST,1022,975,714,-308,,4:00:00 AM,,1022
SCL,11/24/2021 5 a.m. PST,1074,1017,719,-355,,5:00:00 AM,,1074
SCL,11/24/2021 6 a.m. PST,1179,1116,829,-350,,6:00:00 AM,,1179
SCL,11/24/2021 7 a.m. PST,1309,1251,883,-426,,7:00:00 AM,,1309
SCL,11/24/2021 8 a.m. PST,1399,1344,1004,-395,,8:00:00 AM,,1399
SCL,11/24/2021 9 a.m. PST,1436,1356,933,-503,,9:00:00 AM,,1436
SCL,11/24/2021 10 a.m. PST,1434,1333,1004,-430,,10:00:00 AM,,1434
SCL,11/24/2021 11 a.m. PST,1424,1311,972,-452,,11:00:00 AM,,1424
SCL,11/24/2021 12 p.m. PST,1401,1288,1047,-354,,12:00:00 PM,,1401
SCL,11/24/2021 1 p.m. PST,1397,1280,1006,-391,,1:00:00 PM,,1397
SCL,11/24/2021 2 p.m. PST,1387,1248,954,-433,,2:00:00 PM,,1387
SCL,11/24/2021 3 p.m. PST,1371,1247,1028,-343,,3:00:00 PM,,1371
SCL,11/24/2021 4 p.m. PST,1387,1261,1069,-318,,4:00:00 PM,,1387
SCL,11/24/2021 5 p.m. PST,1415,1308,1071,-344,,5:00:00 PM,,1415
SCL,11/24/2021 6 p.m. PST,1405,1374,1035,-370,,6:00:00 PM,,1405
SCL,11/24/2021 7 p.m. PST,1340,1352,1054,-286,,7:00:00 PM,,1340
SCL,11/24/2021 8 p.m. PST,1283,1308,945,-338,,8:00:00 PM,,1283
SCL,11/24/2021 9 p.m. PST,1243,1256,927,-316,,9:00:00 PM,,1243
SCL,11/24/2021 10 p.m. PST,1185,1183,908,-277,,10:00:00 PM,,1185
SCL,11/24/2021 11 p.m. PST,1105,1092,920,-185,,11:00:00 PM,,1105
SCL,11/25/2021 12 a.m. PST,1041,1016,849,-192,,12:00:00 AM,,1041
SCL,11/25/2021 1 a.m. PST,983,962,1015,32,,1:00:00 AM,,983
SCL,11/25/2021 2 a.m. PST,942,931,993,51,,2:00:00 AM,,942
SCL,11/25/2021 3 a.m. PST,919,920,976,57,,3:00:00 AM,,919
SCL,11/25/2021 4 a.m. PST,922,916,982,60,,4:00:00 AM,,922
SCL,11/25/2021 5 a.m. PST,947,934,1056,109,,5:00:00 AM,,947
SCL,11/25/2021 6 a.m. PST,992,974,1077,85,,6:00:00 AM,,992
SCL,11/25/2021 7 a.m. PST,1053,1010,1085,32,,7:00:00 AM,,1053
SCL,11/25/2021 8 a.m. PST,1107,1050,1093,-14,,8:00:00 AM,,1107
SCL,11/25/2021 9 a.m. PST,1159,1114,1110,-49,,9:00:00 AM,,1159
SCL,11/25/2021 10 a.m. PST,1225,1169,1105,-120,,10:00:00 AM,,1225
SCL,11/25/2021 11 a.m. PST,1266,1201,1119,-147,,11:00:00 AM,,1266
SCL,11/25/2021 12 p.m. PST,1274,1211,1142,-132,,12:00:00 PM,,1274
SCL,11/25/2021 1 p.m. PST,1286,1211,1152,-134,,1:00:00 PM,,1286
SCL,11/25/2021 2 p.m. PST,1274,1171,1121,-153,,2:00:00 PM,,1274
SCL,11/25/2021 3 p.m. PST,1261,1154,1106,-155,,3:00:00 PM,,1261
SCL,11/25/2021 4 p.m. PST,1233,1134,1138,-95,,4:00:00 PM,,1233
SCL,11/25/2021 5 p.m. PST,1232,1136,1017,-215,,5:00:00 PM,,1232
SCL,11/25/2021 6 p.m. PST,1197,1120,989,-208,,6:00:00 PM,,1197
SCL,11/25/2021 7 p.m. PST,1152,1077,963,-189,,7:00:00 PM,,1152
SCL,11/25/2021 8 p.m. PST,1123,1042,1081,-42,,8:00:00 PM,,1123
SCL,11/25/2021 9 p.m. PST,1104,1017,1086,-18,,9:00:00 PM,,1104
SCL,11/25/2021 10 p.m. PST,1076,994,1066,-10,,10:00:00 PM,,1076
SCL,11/25/2021 11 p.m. PST,1030,960,997,-33,,11:00:00 PM,,1030
SCL,11/26/2021 12 a.m. PST,973,919,975,2,,12:00:00 AM,,973
SCL,11/26/2021 1 a.m. PST,933,933,928,-5,,1:00:00 AM,,933
SCL,11/26/2021 2 a.m. PST,900,899,847,-53,,2:00:00 AM,,900
SCL,11/26/2021 3 a.m. PST,882,894,837,-45,,3:00:00 AM,,882
SCL,11/26/2021 4 a.m. PST,884,890,829,-55,,4:00:00 AM,,884
SCL,11/26/2021 5 a.m. PST,900,907,829,-71,,5:00:00 AM,,900
SCL,11/26/2021 6 a.m. PST,956,956,922,-34,,6:00:00 AM,,956
SCL,11/26/2021 7 a.m. PST,1048,1009,872,-176,,7:00:00 AM,,1048
SCL,11/26/2021 8 a.m. PST,1092,1046,918,-174,,8:00:00 AM,,1092
SCL,11/26/2021 9 a.m. PST,1133,1091,884,-249,,9:00:00 AM,,1133
SCL,11/26/2021 10 a.m. PST,1167,1116,866,-301,,10:00:00 AM,,1167
SCL,11/26/2021 11 a.m. PST,1185,1123,1003,-182,,11:00:00 AM,,1185
SCL,11/26/2021 12 p.m. PST,1191,1110,1013,-178,,12:00:00 PM,,1191
SCL,11/26/2021 1 p.m. PST,1187,1090,996,-191,,1:00:00 PM,,1187
SCL,11/26/2021 2 p.m. PST,1188,1067,999,-189,,2:00:00 PM,,1188
SCL,11/26/2021 3 p.m. PST,1186,1084,1027,-159,,3:00:00 PM,,1186
SCL,11/26/2021 4 p.m. PST,1195,1104,1051,-144,,4:00:00 PM,,1195
SCL,11/26/2021 5 p.m. PST,1228,1159,1106,-122,,5:00:00 PM,,1228
SCL,11/26/2021 6 p.m. PST,1238,1195,1115,-123,,6:00:00 PM,,1238
SCL,11/26/2021 7 p.m. PST,1201,1166,1084,-117,,7:00:00 PM,,1201
SCL,11/26/2021 8 p.m. PST,1160,1120,1043,-117,,8:00:00 PM,,1160
SCL,11/26/2021 9 p.m. PST,1128,1080,922,-206,,9:00:00 PM,,1128
SCL,11/26/2021 10 p.m. PST,1092,1036,885,-207,,10:00:00 PM,,1092
SCL,11/26/2021 11 p.m. PST,1034,978,861,-173,,11:00:00 PM,,1034
SCL,11/27/2021 12 a.m. PST,977,927,883,-94,,12:00:00 AM,,977
SCL,11/27/2021 1 a.m. PST,923,926,838,-85,,1:00:00 AM,,923
SCL,11/27/2021 2 a.m. PST,888,878,810,-78,,2:00:00 AM,,888
SCL,11/27/2021 3 a.m. PST,862,869,811,-51,,3:00:00 AM,,862
SCL,11/27/2021 4 a.m. PST,860,860,816,-44,,4:00:00 AM,,860
SCL,11/27/2021 5 a.m. PST,861,864,826,-35,,5:00:00 AM,,861
SCL,11/27/2021 6 a.m. PST,896,889,846,-50,,6:00:00 AM,,896
SCL,11/27/2021 7 a.m. PST,985,926,807,-178,,7:00:00 AM,,985
SCL,11/27/2021 8 a.m. PST,1043,975,802,-241,,8:00:00 AM,,1043
SCL,11/27/2021 9 a.m. PST,1103,1041,781,-322,,9:00:00 AM,,1103
SCL,11/27/2021 10 a.m. PST,1166,1095,794,-372,,10:00:00 AM,,1166
SCL,11/27/2021 11 a.m. PST,1188,1111,962,-226,,11:00:00 AM,,1188
SCL,11/27/2021 12 p.m. PST,1191,1113,810,-381,,12:00:00 PM,,1191
SCL,11/27/2021 1 p.m. PST,1188,1107,811,-377,,1:00:00 PM,,1188
SCL,11/27/2021 2 p.m. PST,1182,1087,777,-405,,2:00:00 PM,,1182
SCL,11/27/2021 3 p.m. PST,1190,1073,769,-421,,3:00:00 PM,,1190
SCL,11/27/2021 4 p.m. PST,1190,1082,877,-313,,4:00:00 PM,,1190
SCL,11/27/2021 5 p.m. PST,1223,1117,842,-381,,5:00:00 PM,,1223
SCL,11/27/2021 6 p.m. PST,1238,1162,814,-424,,6:00:00 PM,,1238
SCL,11/27/2021 7 p.m. PST,1228,1136,795,-433,,7:00:00 PM,,1228
SCL,11/27/2021 8 p.m. PST,1187,1101,827,-360,,8:00:00 PM,,1187
SCL,11/27/2021 9 p.m. PST,1143,1057,801,-342,,9:00:00 PM,,1143
SCL,11/27/2021 10 p.m. PST,1105,1006,777,-328,,10:00:00 PM,,1105
SCL,11/27/2021 11 p.m. PST,1048,961,828,-220,,11:00:00 PM,,1048
SCL,11/28/2021 12 a.m. PST,981,911,700,-281,,12:00:00 AM,,981
SCL,11/28/2021 1 a.m. PST,930,888,682,-248,,1:00:00 AM,,930
SCL,11/28/2021 2 a.m. PST,888,838,662,-226,,2:00:00 AM,,888
SCL,11/28/2021 3 a.m. PST,879,825,534,-345,,3:00:00 AM,,879
SCL,11/28/2021 4 a.m. PST,853,810,527,-326,,4:00:00 AM,,853
SCL,11/28/2021 5 a.m. PST,828,804,525,-303,,5:00:00 AM,,828
SCL,11/28/2021 6 a.m. PST,827,815,679,-148,,6:00:00 AM,,827
SCL,11/28/2021 7 a.m. PST,863,837,649,-214,,7:00:00 AM,,863
SCL,11/28/2021 8 a.m. PST,903,879,623,-280,,8:00:00 AM,,903
SCL,11/28/2021 9 a.m. PST,946,940,617,-329,,9:00:00 AM,,946
SCL,11/28/2021 10 a.m. PST,1023,1005,630,-393,,10:00:00 AM,,1023
SCL,11/28/2021 11 a.m. PST,1089,1040,623,-466,,11:00:00 AM,,1089
SCL,11/28/2021 12 p.m. PST,1124,1057,614,-510,,12:00:00 PM,,1124
SCL,11/28/2021 1 p.m. PST,1113,1073,644,-469,,1:00:00 PM,,1113
SCL,11/28/2021 2 p.m. PST,1159,1072,620,-539,,2:00:00 PM,,1159
SCL,11/28/2021 3 p.m. PST,1166,1080,739,-427,,3:00:00 PM,,1166
SCL,11/28/2021 4 p.m. PST,1173,1088,716,-457,,4:00:00 PM,,1173
SCL,11/28/2021 5 p.m. PST,1212,1139,782,-430,,5:00:00 PM,,1212
SCL,11/28/2021 6 p.m. PST,1249,1202,948,-301,,6:00:00 PM,,1249
SCL,11/28/2021 7 p.m. PST,1232,1185,957,-275,,7:00:00 PM,,1232
SCL,11/28/2021 8 p.m. PST,1204,1146,951,-253,,8:00:00 PM,,1204
SCL,11/28/2021 9 p.m. PST,1158,1094,922,-236,,9:00:00 PM,,1158
SCL,11/28/2021 10 p.m. PST,1100,1031,867,-233,,10:00:00 PM,,1100
SCL,11/28/2021 11 p.m. PST,1033,953,958,-75,,11:00:00 PM,,1033
SCL,11/29/2021 12 a.m. PST,952,876,898,-54,,12:00:00 AM,,952
SCL,11/29/2021 1 a.m. PST,905,856,805,-100,,1:00:00 AM,,905
SCL,11/29/2021 2 a.m. PST,877,823,806,-71,,2:00:00 AM,,877
SCL,11/29/2021 3 a.m. PST,875,818,795,-80,,3:00:00 AM,,875
SCL,11/29/2021 4 a.m. PST,872,819,813,-59,,4:00:00 AM,,872
SCL,11/29/2021 5 a.m. PST,918,847,802,-116,,5:00:00 AM,,918
SCL,11/29/2021 6 a.m. PST,1005,929,798,-207,,6:00:00 AM,,1005
SCL,11/29/2021 7 a.m. PST,1125,1056,701,-424,,7:00:00 AM,,1125
SCL,11/29/2021 8 a.m. PST,1208,1151,841,-367,,8:00:00 AM,,1208
SCL,11/29/2021 9 a.m. PST,1227,1173,941,-286,,9:00:00 AM,,1227
SCL,11/29/2021 10 a.m. PST,1245,1163,931,-314,,10:00:00 AM,,1245
SCL,11/29/2021 11 a.m. PST,1242,1151,957,-285,,11:00:00 AM,,1242
SCL,11/29/2021 12 p.m. PST,1248,1146,1020,-228,,12:00:00 PM,,1248
SCL,11/29/2021 1 p.m. PST,1225,1140,1073,-152,,1:00:00 PM,,1225
SCL,11/29/2021 2 p.m. PST,1204,1128,1067,-137,,2:00:00 PM,,1204
SCL,11/29/2021 3 p.m. PST,1188,1113,1051,-137,,3:00:00 PM,,1188
SCL,11/29/2021 4 p.m. PST,1195,1125,1008,-187,,4:00:00 PM,,1195
SCL,11/29/2021 5 p.m. PST,1256,1171,1123,-133,,5:00:00 PM,,1256
SCL,11/29/2021 6 p.m. PST,1298,1226,1147,-151,,6:00:00 PM,,1298
SCL,11/29/2021 7 p.m. PST,1277,1201,1171,-106,,7:00:00 PM,,1277
SCL,11/29/2021 8 p.m. PST,1241,1160,1080,-161,,8:00:00 PM,,1241
SCL,11/29/2021 9 p.m. PST,1189,1102,1063,-126,,9:00:00 PM,,1189
SCL,11/29/2021 10 p.m. PST,1136,1044,959,-177,,10:00:00 PM,,1136
SCL,11/29/2021 11 p.m. PST,1045,964,1020,-25,,11:00:00 PM,,1045
SCL,11/30/2021 12 a.m. PST,922,892,1003,81,,12:00:00 AM,,922
SCL,11/30/2021 1 a.m. PST,870,863,867,-3,,1:00:00 AM,,870
SCL,11/30/2021 2 a.m. PST,834,822,832,-2,,2:00:00 AM,,834
SCL,11/30/2021 3 a.m. PST,852,815,841,-11,,3:00:00 AM,,852
SCL,11/30/2021 4 a.m. PST,863,813,856,-7,,4:00:00 AM,,863
SCL,11/30/2021 5 a.m. PST,902,841,805,-97,,5:00:00 AM,,902
SCL,11/30/2021 6 a.m. PST,981,926,963,-18,,6:00:00 AM,,981
SCL,11/30/2021 7 a.m. PST,1106,1053,950,-156,,7:00:00 AM,,1106
SCL,11/30/2021 8 a.m. PST,1220,1147,1043,-177,,8:00:00 AM,,1220
SCL,11/30/2021 9 a.m. PST,1246,1166,998,-248,,9:00:00 AM,,1246
SCL,11/30/2021 10 a.m. PST,1258,1165,1014,-244,,10:00:00 AM,,1258
SCL,11/30/2021 11 a.m. PST,1263,1167,1002,-261,,11:00:00 AM,,1263
SCL,11/30/2021 12 p.m. PST,1270,1166,1017,-253,,12:00:00 PM,,1270
SCL,11/30/2021 1 p.m. PST,1284,1165,1041,-243,,1:00:00 PM,,1284
SCL,11/30/2021 2 p.m. PST,1274,1149,1061,-213,,2:00:00 PM,,1274
SCL,11/30/2021 3 p.m. PST,1269,1143,1096,-173,,3:00:00 PM,,1269
SCL,11/30/2021 4 p.m. PST,1260,1155,1084,-176,,4:00:00 PM,,1260
SCL,11/30/2021 5 p.m. PST,1310,1193,1125,-185,,5:00:00 PM,,1310
SCL,11/30/2021 6 p.m. PST,1339,1246,1110,-229,,6:00:00 PM,,1339
SCL,11/30/2021 7 p.m. PST,1315,1223,1074,-241,,7:00:00 PM,,1315
SCL,11/30/2021 8 p.m. PST,1280,1178,1012,-268,,8:00:00 PM,,1280
SCL,11/30/2021 9 p.m. PST,1224,1123,1006,-218,,9:00:00 PM,,1224
SCL,11/30/2021 10 p.m. PST,1172,1055,861,-311,,10:00:00 PM,,1172
SCL,11/30/2021 11 p.m. PST,1086,974,965,-121,,11:00:00 PM,,1086
SCL,12/1/2021 12 a.m. PST,997,900,922,-75,,12:00:00 AM,,997